Sao Tome and Principe,18,17,16,16,16,16,16,17,18,19,19,20,20,21,21,22,23,23,23,23,24,25,29,32,36,37,37,36,36,37,46,36
Saudi Arabia,9993,10210,10410,10620,10829,11031,11285,11666,12102,12571,12923,13199,13484,13908,14291,14945,15441,15847,16181,16461,16704,16845,17112,17565,17959,18669,19174,19655,19946,20227,19978,21491
Senegal,3111,3128,3144,3162,3181,3140,3111,3002,2901,2792,2595,2661,2433,2149,2026,1925,1881,1867,1866,1880,1858,1931,2048,2209,2421,2512,2580,2599,2589,2691,2905,2603
Serbia,14094,13738,13384,13516,13649,13771,13876,13944,12506,12578,12969,13042,13587,14661,15469,16208,16462,16669,16940,16999,16788,16690,16462,15896,15826,15876,15049,14582,13723,13608,13874,13608
Seychelles,15,16,17,17,18,18,19,19,19,19,19,19,20,20,20,21,20,20,19,19,18,18,18,19,19,19,21,22,23,23,17,21
Sierra Leone,1388,1334,1269,1201,1155,1136,1125,1133,1144,1142,1141,1144,1156,1161,1185,1183,1164,1127,1079,1045,1047,1101,1223,1364,1486,1556,1513,1414,1306,1259,1361,1229
Singapore,2001,1810,1677,1549,1472,1466,1454,1441,1454,1440,1424,1386,1363,1330,1298,1226,1190,1173,1148,1096,1083,1116,1200,1306,1412,1462,1474,1530,1578,1574,1229,1547
Slovakia,7469,7382,7222,7057,6841,6894,6559,6562,6314,6060,5830,5888,5965,6155,6231,6450,6381,6412,6163,6070,5825,5745,5539,5355,5185,5225,4907,4763,4521,4201,4156,4229
Slovenia,1661,1764,1803,1848,1788,1690,1638,1608,1566,1493,1412,1421,1394,1457,1435,1365,1309,1262,1205,1168,1140,1124,1144,1123,1059,1103,1044,978,887,855,902,817
Solomon Islands,27,28,29,30,31,32,33,34,36,37,38,38,38,37,37,37,38,39,40,43,44,47,49,51,53,55,57,60,63,66,67,68
Somalia,777,676,604,560,548,554,609,728,876,1009,1089,1086,1052,1002,963,953,987,1046,1121,1185,1236,1268,1283,1307,1333,1345,1348,1329,1321,1331,1383,1297
South Africa,14115,14261,15018,14567,15287,15628,16706,18807,19223,19060,19985,20350,21224,22216,22618,23289,24500,25616,26961,28142,28543,28479,28408,28287,28740,29330,29416,28631,28227,27457,28026,27105
South Korea,17172,17365,17254,17380,17784,17826,17946,18340,18936,19524,19676,19478,19528,19477,19352,19161,18775,18270,17706,17381,17588,18283,19447,20466,21420,22303,22830,23189,23789,23904,23953,25478
South Sudan,2384,2257,2164,2093,2039,2044,2070,2129,2231,2305,2335,2288,2258,2247,2252,2274,2327,2384,2458,2512,2526,2504,2503,2457,2359,2253,2122,1882,1650,1479,1294,1480
Spain,21682,21248,20561,20390,20165,20379,20757,21071,22112,23067,22310,21763,21716,21602,20592,20182,18958,18328,17498,16445,15417,15043,14838,14092,13821,13891,12880,11939,11008,10433,10749,9911
Sri Lanka,2952,2827,2936,2938,3177,3431,3711,4231,4443,4852,5184,5258,5515,6010,6308,6881,7190,7306,7673,7755,7824,8176,8219,8636,8858,9174,9460,10201,10915,11270,10551,11378
Sudan,7877,7600,7433,7328,7317,7345,7510,7871,8359,8863,9315,9636,9946,10225,10538,10912,11335,11827,12404,12993,13523,14092,14773,15398,15905,16258,16509,16838,17166,17422,16508,17315
Suriname,220,223,229,245,233,206,204,216,234,252,263,269,276,276,271,268,264,263,268,272,277,281,293,322,342,360,371,388,413,431,398,393
Sweden,4674,4572,4445,4368,4112,4033,3955,3849,3789,3735,3578,3416,3243,2974,2731,2548,2449,2359,2276,2170,2044,1911,1700,1453,1251,1148,1107,1078,1038,953,778,911
Switzerland,5455,5397,5288,5203,5082,4966,4819,4725,4589,4412,4167,3916,3780,3650,3406,3275,3128,3039,2965,2897,2749,2643,2597,2513,2383,2312,2125,1961,1804,1622,1550,1580
Syria,6672,7041,7545,7439,7526,7604,7576,7505,7499,7353,7295,7170,7405,7251,7536,7766,8211,8850,9855,10299,10761,11141,11229,11335,11407,11435,11660,11936,12185,12407,11925,12777
Taiwan,7288,7411,7713,7862,8139,8516,8891,8970,9435,9641,9902,10120,10139,10538,10911,11274,10941,10797,10485,10102,10167,10974,11405,11827,12722,12950,13412,12409,11417,10616,9432,10451
Tajikistan,2284,2185,2147,2016,1980,1835,1651,1485,1393,1322,1288,1297,1315,1339,1381,1449,1563,1757,1965,2174,2297,2498,2694,2823,3036,3148,3210,3242,3293,3362,3161,3278
Tanzania,2293,2260,2261,2285,2330,2368,2433,2573,2751,2893,2987,3035,3104,3195,3278,3360,3487,3635,3790,3968,4115,4314,4571,4827,5002,5151,5149,5037,4895,4845,5628,4706
Thailand,19072,21221,23186,25144,26898,28346,29729,28994,30978,32947,34178,34608,37266,38873,40756,41683,41547,41394,41143,40515,40892,39846,38854,38283,38351,39007,41075,42576,45983,50003,52126,53356
Togo,922,895,877,877,886,900,935,997,1072,1129,1174,1165,1132,1060,986,968,989,1012,1053,1093,1125,1201,1330,1474,1612,1693,1658,1558,1439,1397,1496,1400
Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,10,10,11,11,12,12,13,14,15,17,17,17,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,23,24,25,25,25
Trinidad and Tobago,824,833,859,897,929,895,939,913,972,986,924,922,898,924,886,868,845,848,893,866,863,856,862,949,1003,1044,1115,1106,1098,1118,1180,1165
Tunisia,3286,3479,3609,3765,3851,4132,4388,4794,5316,5739,5989,6069,6071,6078,6039,6075,6212,6440,6712,6973,7167,7134,7088,7001,6976,7037,7212,7351,7473,7593,7796,7760
Turkey,33274,32888,33013,33434,34080,34522,34734,34988,34958,34752,33843,33330,32690,32458,32446,32842,33827,36064,39547,44215,45865,46768,48030,50114,52607,55070,56679,56301,55144,56506,53352,57000
Turkmenistan,2434,2583,2730,3092,3220,3201,3270,3216,3085,2826,2786,2740,2749,2748,2767,2830,2878,3031,3087,2989,2983,3133,3278,3492,3694,3842,3839,3843,3722,3658,3581,3644
Tuvalu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uganda,1916,2009,2081,2189,2298,2401,2526,2667,2811,2909,2983,3009,2976,2889,2886,2851,2839,2877,2925,2998,3109,3215,3357,3578,3752,3810,3896,3630,3470,3414,3600,3385
Ukraine,102222,107704,112833,118703,121887,125984,120472,113583,104368,104485,104489,99416,97144,93438,90899,90678,86470,87523,87325,80653,78738,74940,73665,72183,69443,66715,64614,62735,61146,59255,52987,56361
United Arab Emirates,697,719,714,720,740,738,746,782,850,913,967,1004,990,994,1037,1078,1141,1278,1363,1409,1409,1494,1580,1710,1846,1937,1991,1996,2028,2109,1611,1892
United Kingdom,60981,60286,59399,59884,57585,57081,55499,53526,51789,50135,46769,43529,42090,40341,37241,34986,32771,30963,29352,27099,25314,23751,22664,21572,20205,19904,19288,18793,18513,17880,16828,16551
United States,136165,135673,135140,138542,138911,139398,137704,135613,134659,135151,132479,130023,127512,123361,117013,113381,106468,97575,89986,81612,75160,71993,69140,66857,64579,62503,59124,54888,50791,48898,57543,50064
United States Virgin Islands,16,16,16,17,17,17,18,19,20,22,23,22,21,20,19,18,17,17,16,16,17,18,19,19,20,20,20,20,21,21,21,18
Uruguay,1581,1577,1578,1602,1561,1590,1566,1524,1573,1577,1495,1472,1437,1425,1367,1283,1204,1198,1082,1021,1017,1056,1061,1053,1051,1083,1094,1057,1059,1073,1024,1047
Uzbekistan,10894,11538,12100,13053,13724,13844,13793,13306,13052,12611,12756,12908,13279,13701,14010,14741,15178,16403,17890,19140,20643,22571,24649,26288,27675,28561,28702,28577,27779,26745,26006,27099
Vanuatu,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,13,14,16,18,19,21,23,26,28,30,32,34,36,37,38,39
Venezuela,7117,7129,7321,7512,8045,8135,8037,8002,8453,8746,8896,9136,9184,9624,9092,8982,9241,9437,9848,9990,9819,10078,10426,10791,11478,11831,12820,11872,11118,11069,11663,11697
Vietnam,5808,5846,5907,5980,6068,6173,6362,6688,7118,7634,8226,9052,10113,11355,12740,14169,15682,17354,19127,20918,22512,23936,25232,26626,28062,29790,32132,34987,37972,40477,42175,41479
Yemen,5353,5376,5433,5505,5591,5664,5899,6348,6848,7323,7580,7656,7783,7884,8014,8084,8266,8632,9118,9538,9787,10241,10701,11199,11488,11851,11933,11972,12015,12207,10756,12486
Zambia,1159,1160,1161,1161,1173,1193,1210,1223,1236,1243,1251,1218,1149,1074,1026,1003,1018,1023,1038,1050,1081,1173,1340,1551,1758,1929,2040,2133,2217,2325,2430,2236
Zimbabwe,1107,1102,1126,1143,1194,1247,1287,1365,1487,1623,1758,1810,1837,1817,1778,1735,1695,1633,1638,1616,1600,1617,1654,1696,1747,1787,1771,1691,1637,1615,1616,1516
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,222098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,137840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,299058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1146076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,678598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,203823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,836699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,910006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,916541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,693147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,156089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,71737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,721115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,166088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,196475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,143494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,103116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,317468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,358726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,134552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1022826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,584567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2512507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
